Date;Région;TMin (°C);TMax (°C);TMoy (°C)
03/04/2017;Ile-de-France;6.52;19.74;13.13
04/04/2017;Ile-de-France;7.26;17.32;12.29
05/04/2017;Ile-de-France;7.0;15.46;11.23
06/04/2017;Ile-de-France;5.3;14.14;9.72
07/04/2017;Ile-de-France;3.58;18.28;10.93
08/04/2017;Ile-de-France;6.06;20.76;13.41
09/04/2017;Ile-de-France;6.36;25.16;15.76
10/04/2017;Ile-de-France;9.82;16.5;13.16
11/04/2017;Ile-de-France;4.76;16.22;10.49
12/04/2017;Ile-de-France;4.48;18.7;11.59
13/04/2017;Ile-de-France;6.12;15.38;10.75
14/04/2017;Ile-de-France;9.22;16.7;12.96
15/04/2017;Ile-de-France;7.56;15.24;11.4
16/04/2017;Ile-de-France;5.52;14.44;9.98
17/04/2017;Ile-de-France;7.18;14.18;10.68
18/04/2017;Ile-de-France;2.62;11.62;7.12
19/04/2017;Ile-de-France;1.66;11.24;6.45
20/04/2017;Ile-de-France;-0.08;12.94;6.43
21/04/2017;Ile-de-France;1.58;17.96;9.77
22/04/2017;Ile-de-France;7.38;16.16;11.77
23/04/2017;Ile-de-France;3.12;14.58;8.85
24/04/2017;Ile-de-France;2.56;17.28;9.92
25/04/2017;Ile-de-France;5.36;10.44;7.9
26/04/2017;Ile-de-France;1.32;10.72;6.02
27/04/2017;Ile-de-France;1.28;11.38;6.33
28/04/2017;Ile-de-France;2.96;14.4;8.68
29/04/2017;Ile-de-France;2.88;17.08;9.98
30/04/2017;Ile-de-France;6.38;18.88;12.63
01/05/2017;Ile-de-France;7.04;15.78;11.41
02/05/2017;Ile-de-France;6.82;16.78;11.8
03/05/2017;Ile-de-France;8.64;11.38;10.01
04/05/2017;Ile-de-France;6.72;16.8;11.76
05/05/2017;Ile-de-France;6.82;18.02;12.42
06/05/2017;Ile-de-France;10.42;12.48;11.45
07/05/2017;Ile-de-France;9.92;13.92;11.92
08/05/2017;Ile-de-France;8.08;12.22;10.15
09/05/2017;Ile-de-France;4.96;16.46;10.71
10/05/2017;Ile-de-France;4.98;21.02;13.0
11/05/2017;Ile-de-France;12.36;20.12;16.24
12/05/2017;Ile-de-France;10.72;21.62;16.17
13/05/2017;Ile-de-France;10.76;20.2;15.48
14/05/2017;Ile-de-France;10.74;20.12;15.43
15/05/2017;Ile-de-France;10.26;24.4;17.33
16/05/2017;Ile-de-France;14.32;27.24;20.78
17/05/2017;Ile-de-France;16.2;28.9;22.55
18/05/2017;Ile-de-France;11.8;21.24;16.52
19/05/2017;Ile-de-France;8.66;16.7;12.68
20/05/2017;Ile-de-France;6.48;18.26;12.37
21/05/2017;Ile-de-France;7.88;21.4;14.64
22/05/2017;Ile-de-France;10.8;25.78;18.29
23/05/2017;Ile-de-France;13.48;24.14;18.81
24/05/2017;Ile-de-France;14.14;23.88;19.01
25/05/2017;Ile-de-France;14.06;26.22;20.14
26/05/2017;Ile-de-France;14.54;27.66;21.1
27/05/2017;Ile-de-France;16.54;30.44;23.49
28/05/2017;Ile-de-France;16.54;31.2;23.87
29/05/2017;Ile-de-France;19.14;28.56;23.85
30/05/2017;Ile-de-France;16.74;22.72;19.73
31/05/2017;Ile-de-France;11.74;23.76;17.75
01/06/2017;Ile-de-France;13.72;27.7;20.71
02/06/2017;Ile-de-France;17.16;27.58;22.37
03/06/2017;Ile-de-France;14.68;20.14;17.41
04/06/2017;Ile-de-France;8.96;20.04;14.5
05/06/2017;Ile-de-France;11.12;23.44;17.28
06/06/2017;Ile-de-France;11.24;17.52;14.38
07/06/2017;Ile-de-France;9.8;19.94;14.87
08/06/2017;Ile-de-France;11.44;26.82;19.13
09/06/2017;Ile-de-France;15.16;22.6;18.88
10/06/2017;Ile-de-France;13.48;27.02;20.25
11/06/2017;Ile-de-France;14.9;29.6;22.25
12/06/2017;Ile-de-France;13.48;21.6;17.54
13/06/2017;Ile-de-France;10.8;23.84;17.32
14/06/2017;Ile-de-France;14.66;28.76;21.71
15/06/2017;Ile-de-France;18.62;28.42;23.52
16/06/2017;Ile-de-France;12.66;23.24;17.95
17/06/2017;Ile-de-France;12.68;26.98;19.83
18/06/2017;Ile-de-France;16.62;29.3;22.96
19/06/2017;Ile-de-France;16.36;32.9;24.63
20/06/2017;Ile-de-France;18.04;34.38;26.21
21/06/2017;Ile-de-France;20.28;36.16;28.22
22/06/2017;Ile-de-France;21.58;34.62;28.1
23/06/2017;Ile-de-France;15.86;24.3;20.08
24/06/2017;Ile-de-France;14.4;25.52;19.96
25/06/2017;Ile-de-France;17.08;27.26;22.17
26/06/2017;Ile-de-France;15.44;28.02;21.73
27/06/2017;Ile-de-France;18.62;25.86;22.24
28/06/2017;Ile-de-France;16.42;23.7;20.06
29/06/2017;Ile-de-France;14.36;21.62;17.99
30/06/2017;Ile-de-France;13.6;19.88;16.74
01/07/2017;Ile-de-France;13.82;20.78;17.3
02/07/2017;Ile-de-France;12.68;22.94;17.81
03/07/2017;Ile-de-France;12.82;24.76;18.79
04/07/2017;Ile-de-France;12.82;28.3;20.56
05/07/2017;Ile-de-France;16.0;31.94;23.97
06/07/2017;Ile-de-France;19.26;34.58;26.92
07/07/2017;Ile-de-France;19.86;33.16;26.51
08/07/2017;Ile-de-France;17.6;30.4;24.0
09/07/2017;Ile-de-France;18.26;28.76;23.51
10/07/2017;Ile-de-France;16.34;22.78;19.56
11/07/2017;Ile-de-France;14.3;24.26;19.28
12/07/2017;Ile-de-France;15.96;22.9;19.43
13/07/2017;Ile-de-France;14.46;24.38;19.42
14/07/2017;Ile-de-France;13.58;23.42;18.5
15/07/2017;Ile-de-France;11.6;25.88;18.74
16/07/2017;Ile-de-France;17.12;28.98;23.05
17/07/2017;Ile-de-France;16.44;29.52;22.98
18/07/2017;Ile-de-France;18.5;33.42;25.96
19/07/2017;Ile-de-France;22.72;29.72;26.22
20/07/2017;Ile-de-France;17.8;23.0;20.4
21/07/2017;Ile-de-France;12.86;25.04;18.95
22/07/2017;Ile-de-France;15.64;21.32;18.48
23/07/2017;Ile-de-France;12.8;21.54;17.17
24/07/2017;Ile-de-France;13.04;20.94;16.99
25/07/2017;Ile-de-France;15.06;22.32;18.69
26/07/2017;Ile-de-France;11.3;23.68;17.49
27/07/2017;Ile-de-France;16.66;22.08;19.37
28/07/2017;Ile-de-France;14.62;23.26;18.94
29/07/2017;Ile-de-France;17.54;28.2;22.87
30/07/2017;Ile-de-France;19.4;25.54;22.47
31/07/2017;Ile-de-France;13.84;24.18;19.01
01/08/2017;Ile-de-France;15.42;26.58;21.0
02/08/2017;Ile-de-France;15.64;29.66;22.65
03/08/2017;Ile-de-France;18.0;26.94;22.47
04/08/2017;Ile-de-France;17.44;26.38;21.91
05/08/2017;Ile-de-France;15.42;24.08;19.75
06/08/2017;Ile-de-France;10.54;24.1;17.32
07/08/2017;Ile-de-France;11.38;26.8;19.09
08/08/2017;Ile-de-France;14.88;19.46;17.17
09/08/2017;Ile-de-France;12.54;19.26;15.9
10/08/2017;Ile-de-France;11.5;19.72;15.61
11/08/2017;Ile-de-France;12.58;21.52;17.05
12/08/2017;Ile-de-France;12.72;20.42;16.57
13/08/2017;Ile-de-France;11.3;22.96;17.13
14/08/2017;Ile-de-France;10.64;27.46;19.05
15/08/2017;Ile-de-France;17.94;26.76;22.35
16/08/2017;Ile-de-France;14.48;25.38;19.93
17/08/2017;Ile-de-France;16.28;24.32;20.3
18/08/2017;Ile-de-France;17.2;22.64;19.92
19/08/2017;Ile-de-France;10.96;21.72;16.34
20/08/2017;Ile-de-France;10.36;22.42;16.39
21/08/2017;Ile-de-France;16.1;24.04;20.07
22/08/2017;Ile-de-France;15.14;28.16;21.65
23/08/2017;Ile-de-France;16.8;27.3;22.05
24/08/2017;Ile-de-France;13.62;24.42;19.02
25/08/2017;Ile-de-France;16.34;22.66;19.5
26/08/2017;Ile-de-France;16.54;28.02;22.28
27/08/2017;Ile-de-France;17.3;28.0;22.65
28/08/2017;Ile-de-France;17.12;29.88;23.5
29/08/2017;Ile-de-France;17.62;32.18;24.9
30/08/2017;Ile-de-France;15.88;22.84;19.36
31/08/2017;Ile-de-France;11.24;20.98;16.11
01/09/2017;Ile-de-France;12.0;21.82;16.91
02/09/2017;Ile-de-France;11.88;20.72;16.3
03/09/2017;Ile-de-France;9.32;21.32;15.32
04/09/2017;Ile-de-France;15.12;24.04;19.58
05/09/2017;Ile-de-France;18.14;21.88;20.01
06/09/2017;Ile-de-France;13.28;20.34;16.81
07/09/2017;Ile-de-France;11.96;20.46;16.21
08/09/2017;Ile-de-France;14.28;18.86;16.57
09/09/2017;Ile-de-France;12.92;18.28;15.6
10/09/2017;Ile-de-France;9.24;19.2;14.22
11/09/2017;Ile-de-France;11.76;18.2;14.98
12/09/2017;Ile-de-France;11.16;18.62;14.89
13/09/2017;Ile-de-France;12.2;18.28;15.24
14/09/2017;Ile-de-France;10.82;16.92;13.87
15/09/2017;Ile-de-France;8.28;17.36;12.82
16/09/2017;Ile-de-France;6.92;16.32;11.62
17/09/2017;Ile-de-France;8.12;16.08;12.1
18/09/2017;Ile-de-France;6.78;17.14;11.96
19/09/2017;Ile-de-France;9.3;17.36;13.33
20/09/2017;Ile-de-France;6.08;18.18;12.13
21/09/2017;Ile-de-France;8.06;20.68;14.37
22/09/2017;Ile-de-France;10.28;20.06;15.17
23/09/2017;Ile-de-France;7.76;20.3;14.03
24/09/2017;Ile-de-France;9.64;22.78;16.21
25/09/2017;Ile-de-France;14.14;20.6;17.37
26/09/2017;Ile-de-France;14.72;20.8;17.76
27/09/2017;Ile-de-France;11.04;20.34;15.69
28/09/2017;Ile-de-France;14.12;19.76;16.94
29/09/2017;Ile-de-France;14.94;25.18;20.06
30/09/2017;Ile-de-France;13.02;18.56;15.79
01/10/2017;Ile-de-France;9.98;16.14;13.06
02/10/2017;Ile-de-France;11.58;19.68;15.63
03/10/2017;Ile-de-France;10.24;17.56;13.9
04/10/2017;Ile-de-France;8.06;17.76;12.91
05/10/2017;Ile-de-France;9.08;16.48;12.78
06/10/2017;Ile-de-France;6.72;16.08;11.4
07/10/2017;Ile-de-France;4.46;15.94;10.2
08/10/2017;Ile-de-France;11.8;16.78;14.29
09/10/2017;Ile-de-France;8.92;18.44;13.68
10/10/2017;Ile-de-France;12.76;16.94;14.85
11/10/2017;Ile-de-France;13.16;18.92;16.04
12/10/2017;Ile-de-France;13.26;20.84;17.05
13/10/2017;Ile-de-France;13.52;22.26;17.89
14/10/2017;Ile-de-France;10.46;22.86;16.66
15/10/2017;Ile-de-France;10.72;24.0;17.36
16/10/2017;Ile-de-France;13.96;24.78;19.37
17/10/2017;Ile-de-France;12.08;22.92;17.5
18/10/2017;Ile-de-France;11.72;20.58;16.15
19/10/2017;Ile-de-France;12.08;21.68;16.88
20/10/2017;Ile-de-France;10.94;16.8;13.87
21/10/2017;Ile-de-France;10.82;17.54;14.18
22/10/2017;Ile-de-France;9.02;13.64;11.33
23/10/2017;Ile-de-France;9.42;14.56;11.99
24/10/2017;Ile-de-France;12.86;18.56;15.71
25/10/2017;Ile-de-France;14.02;19.56;16.79
26/10/2017;Ile-de-France;10.2;15.0;12.6
27/10/2017;Ile-de-France;10.84;16.26;13.55
28/10/2017;Ile-de-France;4.86;14.34;9.6
29/10/2017;Ile-de-France;9.58;14.92;12.25
30/10/2017;Ile-de-France;4.76;12.18;8.47
31/10/2017;Ile-de-France;2.22;12.7;7.46
01/11/2017;Ile-de-France;3.94;13.84;8.89
02/11/2017;Ile-de-France;6.72;13.94;10.33
03/11/2017;Ile-de-France;9.02;16.16;12.59
04/11/2017;Ile-de-France;8.86;15.34;12.1
05/11/2017;Ile-de-France;5.2;10.42;7.81
06/11/2017;Ile-de-France;2.7;10.76;6.73
07/11/2017;Ile-de-France;-0.4;10.28;4.94
08/11/2017;Ile-de-France;-0.44;8.28;3.92
09/11/2017;Ile-de-France;5.5;11.06;8.28
10/11/2017;Ile-de-France;7.76;12.9;10.33
11/11/2017;Ile-de-France;7.78;12.94;10.36
12/11/2017;Ile-de-France;5.5;12.1;8.8
13/11/2017;Ile-de-France;5.1;9.58;7.34
14/11/2017;Ile-de-France;1.34;11.04;6.19
15/11/2017;Ile-de-France;4.26;10.18;7.22
16/11/2017;Ile-de-France;4.5;10.9;7.7
17/11/2017;Ile-de-France;6.98;10.02;8.5
18/11/2017;Ile-de-France;1.96;8.96;5.46
19/11/2017;Ile-de-France;3.84;9.08;6.46
20/11/2017;Ile-de-France;2.8;9.82;6.31
21/11/2017;Ile-de-France;7.58;10.42;9.0
22/11/2017;Ile-de-France;6.88;14.14;10.51
23/11/2017;Ile-de-France;10.56;16.22;13.39
24/11/2017;Ile-de-France;8.94;11.7;10.32
25/11/2017;Ile-de-France;3.28;6.72;5.0
26/11/2017;Ile-de-France;1.64;8.06;4.85
27/11/2017;Ile-de-France;3.5;8.34;5.92
28/11/2017;Ile-de-France;4.66;9.8;7.23
29/11/2017;Ile-de-France;0.14;5.78;2.96
30/11/2017;Ile-de-France;1.16;4.92;3.04
01/12/2017;Ile-de-France;0.28;3.8;2.04
02/12/2017;Ile-de-France;-1.3;1.2;-0.05
03/12/2017;Ile-de-France;-2.48;4.56;1.04
04/12/2017;Ile-de-France;2.16;8.6;5.38
05/12/2017;Ile-de-France;1.42;7.4;4.41
06/12/2017;Ile-de-France;4.0;6.18;5.09
07/12/2017;Ile-de-France;1.72;8.94;5.33
08/12/2017;Ile-de-France;1.26;5.1;3.18
09/12/2017;Ile-de-France;-1.04;4.86;1.91
10/12/2017;Ile-de-France;0.74;10.38;5.56
11/12/2017;Ile-de-France;2.72;9.82;6.27
12/12/2017;Ile-de-France;0.18;6.04;3.11
13/12/2017;Ile-de-France;2.04;9.28;5.66
14/12/2017;Ile-de-France;3.52;7.36;5.44
15/12/2017;Ile-de-France;3.14;6.02;4.58
16/12/2017;Ile-de-France;2.76;6.44;4.6
17/12/2017;Ile-de-France;0.02;8.66;4.34
18/12/2017;Ile-de-France;3.78;8.48;6.13
19/12/2017;Ile-de-France;1.38;5.48;3.43
20/12/2017;Ile-de-France;2.66;8.7;5.68
21/12/2017;Ile-de-France;7.92;10.48;9.2
22/12/2017;Ile-de-France;7.88;10.24;9.06
23/12/2017;Ile-de-France;8.48;9.32;8.9
24/12/2017;Ile-de-France;8.0;8.68;8.34
25/12/2017;Ile-de-France;3.82;6.96;5.39
26/12/2017;Ile-de-France;3.82;7.74;5.78
27/12/2017;Ile-de-France;3.3;5.9;4.6
28/12/2017;Ile-de-France;-0.04;5.98;2.97
29/12/2017;Ile-de-France;-0.44;11.44;5.5
30/12/2017;Ile-de-France;6.08;14.36;10.22
31/12/2017;Ile-de-France;10.26;14.82;12.54
01/01/2018;Ile-de-France;5.96;9.28;7.62
02/01/2018;Ile-de-France;5.32;13.6;9.46
03/01/2018;Ile-de-France;5.7;11.5;8.6
04/01/2018;Ile-de-France;7.62;14.08;10.85
05/01/2018;Ile-de-France;7.56;10.58;9.07
06/01/2018;Ile-de-France;5.06;8.14;6.6
07/01/2018;Ile-de-France;5.72;6.68;6.2
08/01/2018;Ile-de-France;5.48;8.58;7.03
09/01/2018;Ile-de-France;3.12;8.04;5.58
10/01/2018;Ile-de-France;6.42;9.18;7.8
11/01/2018;Ile-de-France;4.86;8.08;6.47
12/01/2018;Ile-de-France;5.0;6.66;5.83
13/01/2018;Ile-de-France;2.2;5.34;3.77
14/01/2018;Ile-de-France;0.24;8.42;4.33
15/01/2018;Ile-de-France;2.92;9.88;6.4
16/01/2018;Ile-de-France;5.5;10.24;7.87
17/01/2018;Ile-de-France;2.92;8.88;5.9
18/01/2018;Ile-de-France;5.46;11.36;8.41
19/01/2018;Ile-de-France;3.38;7.26;5.32
20/01/2018;Ile-de-France;3.08;11.3;7.19
21/01/2018;Ile-de-France;5.3;11.86;8.58
22/01/2018;Ile-de-France;7.36;13.6;10.48
23/01/2018;Ile-de-France;6.86;11.84;9.35
24/01/2018;Ile-de-France;10.82;13.06;11.94
25/01/2018;Ile-de-France;7.94;8.84;8.39
26/01/2018;Ile-de-France;4.64;10.04;7.34
27/01/2018;Ile-de-France;2.18;5.8;3.99
28/01/2018;Ile-de-France;3.8;10.46;7.13
29/01/2018;Ile-de-France;9.02;10.7;9.86
30/01/2018;Ile-de-France;8.32;10.96;9.64
31/01/2018;Ile-de-France;7.18;8.68;7.93
01/02/2018;Ile-de-France;1.86;7.98;4.92
02/02/2018;Ile-de-France;1.6;6.98;4.29
03/02/2018;Ile-de-France;1.56;4.82;3.19
04/02/2018;Ile-de-France;1.0;3.18;2.09
05/02/2018;Ile-de-France;-2.0;1.26;-0.37
06/02/2018;Ile-de-France;-1.18;0.1;-0.54
07/02/2018;Ile-de-France;-2.0;-0.06;-1.03
08/02/2018;Ile-de-France;-6.28;4.8;-0.74
09/02/2018;Ile-de-France;-4.92;1.48;-1.72
10/02/2018;Ile-de-France;-2.76;5.74;1.49
11/02/2018;Ile-de-France;1.98;7.68;4.83
12/02/2018;Ile-de-France;-1.0;6.88;2.94
13/02/2018;Ile-de-France;-1.34;4.04;1.35
14/02/2018;Ile-de-France;-0.16;6.92;3.38
15/02/2018;Ile-de-France;3.92;11.34;7.63
16/02/2018;Ile-de-France;1.54;9.28;5.41
17/02/2018;Ile-de-France;3.74;8.7;6.22
18/02/2018;Ile-de-France;-0.94;8.26;3.66
19/02/2018;Ile-de-France;-0.0;5.66;2.83
20/02/2018;Ile-de-France;3.06;6.76;4.91
21/02/2018;Ile-de-France;-0.38;4.7;2.16
22/02/2018;Ile-de-France;-1.94;4.74;1.4
23/02/2018;Ile-de-France;-2.44;3.8;0.68
24/02/2018;Ile-de-France;-2.0;5.74;1.87
25/02/2018;Ile-de-France;-2.48;3.16;0.34
26/02/2018;Ile-de-France;-4.64;-0.02;-2.33
27/02/2018;Ile-de-France;-6.62;-1.98;-4.3
28/02/2018;Ile-de-France;-8.22;-1.0;-4.61
01/03/2018;Ile-de-France;-4.8;2.54;-1.13
02/03/2018;Ile-de-France;0.6;9.4;5.0
03/03/2018;Ile-de-France;0.44;10.84;5.64
04/03/2018;Ile-de-France;2.64;8.14;5.39
05/03/2018;Ile-de-France;4.02;12.68;8.35
06/03/2018;Ile-de-France;4.9;11.74;8.32
07/03/2018;Ile-de-France;3.6;10.16;6.88
08/03/2018;Ile-de-France;3.18;10.44;6.81
09/03/2018;Ile-de-France;5.06;13.98;9.52
10/03/2018;Ile-de-France;10.52;17.4;13.96
11/03/2018;Ile-de-France;10.12;18.14;14.13
12/03/2018;Ile-de-France;9.1;13.22;11.16
13/03/2018;Ile-de-France;7.68;12.46;10.07
14/03/2018;Ile-de-France;2.6;14.2;8.4
15/03/2018;Ile-de-France;8.2;13.82;11.01
16/03/2018;Ile-de-France;6.46;13.44;9.95
17/03/2018;Ile-de-France;1.08;7.18;4.13
18/03/2018;Ile-de-France;-1.22;1.14;-0.04
19/03/2018;Ile-de-France;-2.18;1.28;-0.45
20/03/2018;Ile-de-France;-2.06;7.84;2.89
21/03/2018;Ile-de-France;-0.1;8.22;4.06
22/03/2018;Ile-de-France;-0.6;8.16;3.78
23/03/2018;Ile-de-France;4.42;7.04;5.73
24/03/2018;Ile-de-France;5.08;13.26;9.17
25/03/2018;Ile-de-France;5.3;15.6;10.45
26/03/2018;Ile-de-France;5.74;13.72;9.73
27/03/2018;Ile-de-France;5.02;13.36;9.19
28/03/2018;Ile-de-France;6.52;14.08;10.3
29/03/2018;Ile-de-France;2.46;12.18;7.32
30/03/2018;Ile-de-France;4.94;10.58;7.76
31/03/2018;Ile-de-France;3.62;10.86;7.24
01/04/2018;Ile-de-France;5.76;11.36;8.56
02/04/2018;Ile-de-France;6.84;16.24;11.54
03/04/2018;Ile-de-France;9.88;14.92;12.4
04/04/2018;Ile-de-France;7.52;14.38;10.95
05/04/2018;Ile-de-France;6.72;11.52;9.12
06/04/2018;Ile-de-France;4.46;19.32;11.89
07/04/2018;Ile-de-France;10.28;21.06;15.67
08/04/2018;Ile-de-France;10.46;22.68;16.57
09/04/2018;Ile-de-France;11.24;14.6;12.92
10/04/2018;Ile-de-France;9.48;16.3;12.89
11/04/2018;Ile-de-France;6.44;18.6;12.52
12/04/2018;Ile-de-France;8.6;14.04;11.32
13/04/2018;Ile-de-France;8.52;18.0;13.26
14/04/2018;Ile-de-France;7.78;16.8;12.29
15/04/2018;Ile-de-France;8.06;17.68;12.87
16/04/2018;Ile-de-France;7.26;17.44;12.35
17/04/2018;Ile-de-France;5.92;21.98;13.95
18/04/2018;Ile-de-France;8.32;26.0;17.16
19/04/2018;Ile-de-France;11.5;28.02;19.76
20/04/2018;Ile-de-France;12.54;28.62;20.58
21/04/2018;Ile-de-France;13.1;27.54;20.32
22/04/2018;Ile-de-France;14.36;26.54;20.45
23/04/2018;Ile-de-France;12.46;19.28;15.87
24/04/2018;Ile-de-France;8.12;20.86;14.49
25/04/2018;Ile-de-France;11.1;16.98;14.04
26/04/2018;Ile-de-France;6.2;16.22;11.21
27/04/2018;Ile-de-France;6.5;19.5;13.0
28/04/2018;Ile-de-France;10.4;15.86;13.13
29/04/2018;Ile-de-France;9.08;12.02;10.55
30/04/2018;Ile-de-France;4.78;6.86;5.82
01/05/2018;Ile-de-France;3.48;14.14;8.81
02/05/2018;Ile-de-France;3.46;17.1;10.28
03/05/2018;Ile-de-France;6.26;16.98;11.62
04/05/2018;Ile-de-France;6.06;19.16;12.61
05/05/2018;Ile-de-France;8.94;23.6;16.27
06/05/2018;Ile-de-France;11.96;27.16;19.56
07/05/2018;Ile-de-France;12.38;26.2;19.29
08/05/2018;Ile-de-France;11.92;27.56;19.74
09/05/2018;Ile-de-France;11.74;22.7;17.22
10/05/2018;Ile-de-France;10.72;17.56;14.14
11/05/2018;Ile-de-France;6.02;21.5;13.76
12/05/2018;Ile-de-France;11.42;21.34;16.38
13/05/2018;Ile-de-France;8.92;14.58;11.75
14/05/2018;Ile-de-France;10.08;13.64;11.86
15/05/2018;Ile-de-France;11.22;20.12;15.67
16/05/2018;Ile-de-France;10.6;21.8;16.2
17/05/2018;Ile-de-France;9.94;19.14;14.54
18/05/2018;Ile-de-France;6.06;18.96;12.51
19/05/2018;Ile-de-France;6.8;19.72;13.26
20/05/2018;Ile-de-France;7.4;23.02;15.21
21/05/2018;Ile-de-France;10.88;24.06;17.47
22/05/2018;Ile-de-France;12.3;24.12;18.21
23/05/2018;Ile-de-France;12.38;21.1;16.74
24/05/2018;Ile-de-France;12.98;25.12;19.05
25/05/2018;Ile-de-France;12.72;26.58;19.65
26/05/2018;Ile-de-France;15.46;27.42;21.44
27/05/2018;Ile-de-France;17.28;28.26;22.77
28/05/2018;Ile-de-France;17.78;26.86;22.32
29/05/2018;Ile-de-France;15.42;23.56;19.49
30/05/2018;Ile-de-France;15.0;25.74;20.37
31/05/2018;Ile-de-France;16.16;24.98;20.57
01/06/2018;Ile-de-France;15.6;21.3;18.45
02/06/2018;Ile-de-France;15.02;24.7;19.86
03/06/2018;Ile-de-France;14.38;25.96;20.17
04/06/2018;Ile-de-France;17.44;25.96;21.7
05/06/2018;Ile-de-France;15.96;22.12;19.04
06/06/2018;Ile-de-France;14.6;24.34;19.47
07/06/2018;Ile-de-France;16.64;24.8;20.72
08/06/2018;Ile-de-France;15.06;25.36;20.21
09/06/2018;Ile-de-France;15.6;24.6;20.1
10/06/2018;Ile-de-France;16.18;25.04;20.61
11/06/2018;Ile-de-France;17.36;21.5;19.43
12/06/2018;Ile-de-France;14.78;19.28;17.03
13/06/2018;Ile-de-France;10.58;18.04;14.31
14/06/2018;Ile-de-France;10.24;21.14;15.69
15/06/2018;Ile-de-France;12.98;24.32;18.65
16/06/2018;Ile-de-France;13.76;22.9;18.33
17/06/2018;Ile-de-France;13.76;21.44;17.6
18/06/2018;Ile-de-France;16.1;24.06;20.08
19/06/2018;Ile-de-France;15.82;25.06;20.44
20/06/2018;Ile-de-France;14.56;28.64;21.6
21/06/2018;Ile-de-France;15.82;20.8;18.31
22/06/2018;Ile-de-France;8.3;21.4;14.85
23/06/2018;Ile-de-France;8.72;21.86;15.29
24/06/2018;Ile-de-France;12.7;22.78;17.74
25/06/2018;Ile-de-France;12.56;24.68;18.62
26/06/2018;Ile-de-France;14.28;26.96;20.62
27/06/2018;Ile-de-France;13.98;28.54;21.26
28/06/2018;Ile-de-France;15.82;27.94;21.88
29/06/2018;Ile-de-France;17.04;29.0;23.02
30/06/2018;Ile-de-France;17.58;31.7;24.64
01/07/2018;Ile-de-France;19.46;32.6;26.03
02/07/2018;Ile-de-France;19.12;29.9;24.51
